,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4,PseudoTime5
E719_307,,,0.61446,,
E68_227,0.45382,,,,
E1728_481,,,0.96386,,
E407_246,0.49196999999999996,,,,
E313_308,,,0.61647,,
E1392_152,0.30321,,,,
E707_464,0.9297200000000001,,,,
E1762_354,,,0.7088399999999999,,
E56_435,,,0.87149,,
E1231_53,,,0.10442,,
E1307_28,,0.054220000000000004,,,
E1830_7,0.01205,,,,
E1171_209,,0.41767,,,
E1135_371,,,0.74297,,
E1553_314,,0.62851,,,
E1986_25,,,0.04819,,
E1958_477,,,,0.9558200000000001,
E266_129,0.25703000000000004,,,,
E1826_21,0.04016,,,,
E1563_155,0.30924,,,,
E150_273,,0.54618,,,
E107_23,,,0.044180000000000004,,
E519_450,,,0.90161,,
E1720_238,,0.4759,,,
E157_453,,0.9076299999999999,,,
E1633_429,0.85944,,,,
E48_8,0.01406,,,,
E1774_235,,,0.46988,,
E672_478,,,,0.95783,
E418_291,0.58233,,,,
E1008_363,,,0.7269100000000001,,
E1814_447,,0.8955799999999999,,,
E781_429,,0.85944,,,
E1608_178,0.35541999999999996,,,,
E1922_91,,0.18072,,,
E1945_170,0.33936,,,,
E689_31,,0.060239999999999995,,,
E526_65,,0.12850999999999999,,,
E242_405,,0.81124,,,
E987_325,,,0.6506,,
E1528_106,,0.21084,,,
E1651_359,,,0.71888,,
E1862_123,,,0.24498000000000003,,
E805_354,,,0.7088399999999999,,
E976_266,,,0.53213,,
E1132_243,0.48594,,,,
E124_454,,,0.90964,,
E1801_56,,,0.11044000000000001,,
E574_358,,0.71687,,,
E1260_472,,0.94578,,,
E677_174,,0.34739000000000003,,,
E1990_421,0.8433700000000001,,,,
E1502_263,,,0.5261,,
E84_405,,0.81124,,,
E1178_419,0.83936,,,,
E985_277,,,0.5542199999999999,,
E1048_120,,,0.23895999999999998,,
E446_144,,0.28715,,,
E1606_284,,,0.5682699999999999,,
E1402_234,,,0.46787,,
E419_117,0.23293000000000003,,,,
E1520_451,0.90361,,,,
E852_343,0.68675,,,,
E1246_297,0.59438,,,,
E1009_160,,,0.31928,,
E70_54,0.10643,,,,
E1835_120,0.23895999999999998,,,,
E1973_480,,0.96185,,,
E110_46,,0.09036,,,
E402_235,,,0.46988,,
E1645_456,0.91365,,,,
E430_261,0.5220899999999999,,,,
E596_177,,,0.35341,,
E550_288,,,0.57631,,
E542_488,0.9779100000000001,,,,
E450_336,,,,0.67269,
E695_226,,,,,0.45181000000000004
E1888_486,,,0.9739,,
E393_476,,0.9538200000000001,,,
E1302_367,0.7349399999999999,,,,
E1262_211,,0.42168999999999995,,,
E509_18,,,0.03414,,
E1161_449,,0.8996,,,
E1057_57,0.11245,,,,
E1512_373,,0.7469899999999999,,,
E997_99,,0.19679000000000002,,,
E1790_419,,,0.83936,,
E1150_309,,0.61847,,,
E32_227,,0.45382,,,
E279_156,,0.31124,,,
E1201_162,0.32329,,,,
E1344_295,,0.59036,,,
E1625_288,,,0.57631,,
E232_188,,0.3755,,,
E848_33,,0.06426,,,
E938_224,,,0.44778999999999997,,
E1300_434,,0.8694799999999999,,,
E572_196,,,0.39157,,
E1181_314,,0.62851,,,
E1871_58,0.11445999999999999,,,,
E168_339,0.67871,,,,
E692_10,,,0.01807,,
E1270_328,,0.65663,,,
E536_395,,,0.7911600000000001,,
E1662_338,0.67671,,,,
E381_77,,,0.15261,,
E1730_259,,0.51807,,,
E205_59,,0.11647,,,
E1437_314,,0.62851,,,
E1650_178,,0.35541999999999996,,,
E1946_405,,,,,0.81124
E1482_103,,,0.20481999999999997,,
E233_163,,,,,0.3253
E1521_185,,0.36948000000000003,,,
E1514_176,,,0.35141,,
E1870_225,,,,,0.4498
E377_372,,,0.74498,,
E1638_103,0.20481999999999997,,,,
E1723_393,0.78715,,,,
E1696_478,,,0.95783,,
E557_158,0.31526,,,,
E577_292,,0.58434,,,
E791_175,,0.3494,,,
E836_361,,0.7228899999999999,,,
E933_146,0.29116,,,,
E1393_87,,,0.17269,,
E1935_60,0.11847,,,,
E1571_92,,,0.18273,,
E538_146,,,0.29116,,
E511_36,,0.07028,,,
E22_122,0.24297,,,,
E891_488,0.9779100000000001,,,,
E865_395,0.7911600000000001,,,,
E1894_333,,,,,0.66667
E1813_332,,,0.66466,,
E759_4,0.00602,,,,
E1404_354,,0.7088399999999999,,,
E345_228,,0.45582,,,
E1447_335,0.67068,,,,
E1491_191,0.38153000000000004,,,,
E1312_182,0.36345,,,,
E303_107,,0.21285,,,
E1634_348,,,,,0.6967899999999999
E1867_357,,0.71486,,,
E647_458,,,0.9176700000000001,,
E655_270,,0.5401600000000001,,,
E114_206,,,0.41165,,
E892_416,,,0.8333299999999999,,
E1288_243,,0.48594,,,
E355_318,0.63655,,,,
E1481_113,0.2249,,,,
E822_458,,0.9176700000000001,,,
E395_304,,,0.60843,,
E1902_96,,,0.19075999999999999,,
E1968_452,,,,,0.9056200000000001
E789_8,,,0.01406,,
E786_197,,,,,0.39357
E947_88,,,0.1747,,
E1967_142,,,0.28313,,
E1046_498,,,0.9979899999999999,,
E1572_412,,,0.8253,,
E81_19,0.03614,,,,
E80_348,0.6967899999999999,,,,
E1098_236,,0.47189,,,
E1074_177,0.35341,,,,
E554_76,0.1506,,,,
E936_449,0.8996,,,,
E1088_446,0.8935700000000001,,,,
E145_314,0.62851,,,,
E204_269,,0.53815,,,
E1162_193,0.38554,,,,
E1426_423,,0.84739,,,
E410_204,,0.40763,,,
E1076_84,,0.16667,,,
E309_499,,,1.0,,
E26_237,,,0.4739,,
E963_149,,,0.29719,,
E1305_167,,,0.33333,,
E346_180,,,0.35944,,
E1829_154,,,0.30723,,
E1068_468,,,0.93775,,
E549_412,0.8253,,,,
E1886_479,,,0.9598399999999999,,
E687_171,,,0.34137,,
E1995_46,,,0.09036,,
E1487_266,,0.53213,,,
E274_36,0.07028,,,,
E909_308,,,0.61647,,
E1758_312,,0.6245,,,
E1667_184,0.36746999999999996,,,,
E53_360,,,0.72088,,
E99_46,,0.09036,,,
E294_151,0.3012,,,,
E1253_239,0.47791000000000006,,,,
E392_257,,,0.5140600000000001,,
E1646_492,0.9859399999999999,,,,
E1287_118,,,0.23494,,
E383_78,,,0.15462,,
E835_245,,0.48996000000000006,,,
E201_117,,,,,0.23293000000000003
E1663_279,0.55823,,,,
E495_165,,0.32932,,,
E1833_403,,0.80723,,,
E427_117,,0.23293000000000003,,,
E930_241,,,,,0.48193
E1400_116,0.23092,,,,
E816_480,,0.96185,,,
E746_143,,0.28514,,,
E1701_161,,0.32129,,,
E1348_198,0.39558000000000004,,,,
E186_392,,0.78514,,,
E433_402,,,0.8052199999999999,,
E112_63,,0.1245,,,
E493_234,,,0.46787,,
